company,model,year,fuel_type,transmission,km_driven,owner_type,mileage,engine,price
Volkswagen,Tiguan,2022,CNG,Automatic,60330,First,18.78,989,1652533
Hyundai,Venue,2023,Petrol,Manual,35586,Second,19.72,813,1873666
Ford,Figo,2024,Electric,Automatic,99562,Third,300.0,2914,4201374
Hyundai,Creta,2017,Petrol,Manual,9164,First,27.71,1512,499892
Audi,A4,2025,Diesel,Automatic,146186,Third,8.6,2781,6066657
Ford,EcoSport,2016,Diesel,Manual,121723,Third,14.83,2493,1579465
Toyota,Camry,2024,Electric,Manual,7064,Second,300.0,1710,6764801
Volkswagen,Tiguan,2024,CNG,Manual,109773,Second,23.13,1297,1379292
Maruti,Dzire,2015,Electric,Automatic,21648,Third,300.0,1074,1392154
Hyundai,Venue,2024,CNG,Automatic,119355,Third,19.61,821,767032
Volkswagen,Polo,2023,Diesel,Automatic,127805,Third,26.83,934,1270386
Audi,Q5,2020,Electric,Manual,59318,Third,300.0,3156,4213322
Honda,Amaze,2018,Diesel,Automatic,114047,First,21.04,1305,902774
Maruti,Alto,2019,CNG,Manual,136983,First,26.07,832,831421
Mercedes,C-Class,2016,Diesel,Automatic,94213,Second,13.39,3455,6193655
Honda,City,2015,Electric,Automatic,32758,First,300.0,1600,907929
Maruti,Dzire,2016,Diesel,Manual,99801,First,25.28,960,1126742
Volkswagen,Tiguan,2016,Diesel,Automatic,41116,Second,26.49,925,1538935
Maruti,Baleno,2022,CNG,Automatic,49895,Third,20.66,887,1470183
Audi,A4,2017,Electric,Manual,117413,First,300.0,3693,7089719
BMW,X5,2020,Petrol,Automatic,7607,First,13.64,4939,5764967
Mahindra,Bolero,2017,Electric,Manual,14723,Second,300.0,2852,2497525
Maruti,Vitara Brezza,2025,CNG,Automatic,84776,Second,25.43,1538,1480131
Tata,Punch,2024,Diesel,Automatic,58774,Second,24.24,1357,2364947
Audi,A6,2018,CNG,Manual,145884,First,10.73,3370,2720510
BMW,5 Series,2018,Petrol,Automatic,94314,Third,9.12,4603,2610275
BMW,X5,2019,Diesel,Automatic,115820,Third,8.77,4069,2971968
Tata,Punch,2020,Petrol,Manual,37702,Third,20.98,1259,373719
Toyota,Innova,2020,CNG,Automatic,41692,Third,14.27,2962,2236939
BMW,X5,2018,CNG,Automatic,43418,First,10.98,4914,7894236
Maruti,Ertiga,2017,Electric,Manual,25466,Second,300.0,1178,1536943
BMW,5 Series,2019,Electric,Automatic,133330,Second,300.0,4997,4182620
Honda,Jazz,2022,Diesel,Manual,60742,Third,22.73,1266,828544
Mahindra,Scorpio,2024,Electric,Manual,101884,First,300.0,2670,5150276
Mahindra,Thar,2020,CNG,Automatic,12334,Second,12.85,1792,5304411
Tata,Harrier,2018,Diesel,Automatic,37067,First,21.49,1360,730280
Mercedes,E-Class,2024,Electric,Automatic,129578,Second,300.0,4949,6196576
BMW,X5,2022,Electric,Automatic,90253,First,300.0,2365,11664644
Ford,Endeavour,2023,Petrol,Automatic,77712,Third,12.53,2822,2210587
Mercedes,GLA,2019,Petrol,Manual,147038,First,13.3,4362,5580251
Volkswagen,Tiguan,2015,Petrol,Manual,77079,First,20.45,1010,907287
BMW,X5,2020,Electric,Manual,11098,Second,300.0,3392,9359775
BMW,5 Series,2021,CNG,Manual,31039,First,9.18,4219,5653437
Hyundai,Creta,2019,Electric,Manual,90273,First,300.0,985,638173
Hyundai,Verna,2017,Electric,Automatic,103438,Second,300.0,923,988389
Mercedes,C-Class,2022,Electric,Manual,20894,Second,300.0,3303,10236626
Maruti,Ertiga,2025,Diesel,Manual,31610,Second,25.63,1052,1066381
Ford,Endeavour,2016,Diesel,Manual,146673,Second,16.69,1844,1980306
BMW,5 Series,2015,Petrol,Automatic,80825,Third,14.8,4674,1681669
Volkswagen,Vento,2024,CNG,Automatic,60772,Second,26.41,1399,1390813
BMW,X5,2016,CNG,Manual,37237,Second,13.08,2572,4707778
Toyota,Camry,2025,CNG,Automatic,123677,Third,13.48,2059,2437230
Volkswagen,Tiguan,2020,Petrol,Manual,5536,Third,22.77,1423,447906
Ford,Figo,2022,Electric,Manual,25322,Third,300.0,2603,4494123
Mahindra,Bolero,2024,CNG,Automatic,7210,First,14.78,1755,4421899
Toyota,Fortuner,2019,CNG,Manual,84476,First,13.33,2970,3597575
Maruti,Alto,2022,Diesel,Manual,108831,First,26.7,913,1724896
BMW,3 Series,2025,Diesel,Manual,38619,Third,8.89,2266,11182017
BMW,X5,2019,Diesel,Manual,144707,Third,9.77,4516,4625123
Maruti,Ertiga,2025,Petrol,Automatic,111660,Second,19.22,1080,1891619
Mahindra,Scorpio,2018,Petrol,Automatic,144568,Second,13.9,2419,1834242
Hyundai,Grand i10,2015,Diesel,Automatic,70531,First,19.64,1001,969121
Audi,A4,2015,Electric,Automatic,92635,First,300.0,3025,7125157
Mahindra,Scorpio,2020,Diesel,Manual,119957,Third,15.75,1695,2326252
Maruti,Swift,2021,CNG,Manual,21253,First,18.55,1252,1772456
Audi,A4,2023,Petrol,Automatic,110298,Second,12.32,2392,7087076
Mercedes,GLA,2024,Petrol,Automatic,126689,Second,14.16,3753,4171698
Audi,A4,2022,CNG,Manual,31919,First,12.17,2050,5518773
Toyota,Innova,2025,CNG,Automatic,131195,Second,15.73,2984,2155841
Maruti,Swift,2017,CNG,Automatic,98780,Third,23.84,1118,443286
Tata,Punch,2020,CNG,Automatic,140706,First,24.58,1400,612630
BMW,X5,2015,Electric,Automatic,57526,First,300.0,4623,4363297
Audi,A6,2022,CNG,Automatic,83546,Third,10.3,3714,3960625
Maruti,Ertiga,2018,Petrol,Manual,65364,Third,24.24,1277,638982
Mahindra,Bolero,2018,Electric,Manual,100110,First,300.0,1520,1509359
Honda,Civic,2022,Diesel,Automatic,12781,First,19.98,1003,1551568
Tata,Tiago,2020,Diesel,Manual,10634,First,26.43,980,880998
Audi,A4,2021,Petrol,Automatic,84972,First,9.68,3868,8698229
BMW,X5,2021,Petrol,Manual,39287,First,9.34,2776,8916336
Mahindra,Bolero,2025,Diesel,Manual,54571,Third,13.77,2596,2217749
Maruti,Vitara Brezza,2019,Diesel,Automatic,26340,First,25.91,1281,843536
Ford,Figo,2023,CNG,Automatic,126704,Third,13.93,1866,2430063
Volkswagen,Tiguan,2022,Electric,Automatic,110105,Third,300.0,1453,527425
Toyota,Glanza,2018,Electric,Manual,116417,Second,300.0,2272,2314706
Hyundai,Creta,2016,CNG,Automatic,97163,Third,23.84,1035,861563
Mahindra,Bolero,2022,Electric,Automatic,101341,Second,300.0,2518,3787431
Volkswagen,Polo,2019,Petrol,Automatic,82206,First,23.13,1313,727095
Toyota,Fortuner,2016,Petrol,Automatic,148137,First,14.0,1910,1638354
Audi,A6,2018,Diesel,Automatic,83505,First,13.76,3154,8615128
Mercedes,GLA,2015,Electric,Manual,64658,Second,300.0,2929,4105560
BMW,X5,2023,Electric,Automatic,27511,Second,300.0,3282,15074401
Ford,EcoSport,2022,Electric,Manual,41424,Second,300.0,2682,4374386
Maruti,Ertiga,2025,CNG,Automatic,114876,First,24.86,1235,1942204
BMW,5 Series,2020,Petrol,Manual,45289,First,11.98,3352,10681952
Ford,EcoSport,2021,Petrol,Automatic,129460,First,13.97,1722,3470707
Tata,Nexon,2017,Petrol,Manual,133087,First,19.87,827,394335
Ford,Endeavour,2018,Diesel,Automatic,142467,Third,14.73,1643,1738643
Honda,Civic,2021,Electric,Manual,38852,First,300.0,1349,963477
Toyota,Innova,2018,CNG,Automatic,129460,Third,15.62,1825,1580049
BMW,X5,2025,Electric,Automatic,6951,First,300.0,2584,19755797
Toyota,Camry,2024,Electric,Automatic,15245,Second,300.0,1686,7218279
Tata,Safari,2024,Diesel,Automatic,52075,First,25.33,1432,2754059
Audi,A4,2024,Petrol,Automatic,16446,Third,14.2,2981,6228860
Audi,Q5,2019,Petrol,Manual,112814,Second,8.85,4264,4141021
Hyundai,Grand i10,2020,Electric,Automatic,71261,First,300.0,1012,2211700
Audi,Q5,2025,Electric,Automatic,109685,Second,300.0,2796,4939383
Honda,Civic,2025,Electric,Automatic,22887,Second,300.0,884,2319644
Volkswagen,Polo,2022,CNG,Manual,9735,First,19.01,1421,1546849
Ford,EcoSport,2016,Petrol,Automatic,120515,First,13.07,2233,1145164
BMW,3 Series,2022,Petrol,Manual,85825,Second,8.37,3818,2852199
Ford,EcoSport,2018,CNG,Manual,28956,First,14.53,1532,1432903
Toyota,Fortuner,2018,Petrol,Manual,48790,Third,14.49,1590,1338016
Mahindra,XUV700,2024,Diesel,Automatic,36668,Second,13.28,1975,4865896
Maruti,Ertiga,2025,CNG,Manual,60775,Second,20.2,1269,1373875
Mahindra,Scorpio,2016,Diesel,Automatic,135960,Second,16.28,1708,2261927
Hyundai,Grand i10,2020,Electric,Manual,50961,Second,300.0,1450,1608224
Audi,A6,2016,CNG,Manual,122679,Third,11.58,3566,2254279
Maruti,Baleno,2015,Petrol,Automatic,117328,First,20.44,1575,377496
Mahindra,Bolero,2019,Diesel,Manual,58578,Second,12.23,2814,4288271
Volkswagen,Tiguan,2020,Diesel,Automatic,15382,Second,25.92,1333,2088014
Tata,Nexon,2018,CNG,Automatic,58953,First,18.54,1352,1223759
Toyota,Glanza,2023,CNG,Manual,6584,Second,17.22,1632,2437745
Maruti,Vitara Brezza,2017,Diesel,Manual,50528,First,23.49,1406,861569
Hyundai,Venue,2022,CNG,Manual,56782,Third,22.24,1050,854600
Mercedes,E-Class,2025,Diesel,Automatic,25975,Second,10.79,3472,8980807
Ford,Figo,2024,Electric,Manual,10193,Second,300.0,2281,3304496
Tata,Punch,2023,Diesel,Manual,104732,Second,21.06,1274,1061655
Mercedes,E-Class,2016,CNG,Manual,128013,Third,9.08,2801,1825531
BMW,X5,2020,Electric,Automatic,108455,Second,300.0,3528,7288933
Mercedes,C-Class,2021,Petrol,Manual,47562,Second,13.34,2795,6202794
Mahindra,Bolero,2025,CNG,Manual,106012,Third,16.41,2368,1997609
Mahindra,Scorpio,2025,Diesel,Automatic,124398,Third,12.88,2894,2470025
Audi,A4,2015,Petrol,Manual,105754,Third,12.94,3628,1671384
Toyota,Glanza,2017,Electric,Automatic,84225,Third,300.0,2525,4022860
Mercedes,E-Class,2021,Petrol,Manual,95280,Third,9.88,2584,3948922
Ford,Figo,2019,Petrol,Manual,5413,Second,12.42,1698,3467358
Audi,A6,2021,Diesel,Manual,53863,Second,8.94,4883,8138240
Hyundai,Venue,2024,Diesel,Manual,20461,First,19.83,1567,1487449
Ford,Endeavour,2025,Petrol,Manual,81841,First,14.27,1675,3134339
Maruti,Dzire,2018,Electric,Automatic,31426,Third,300.0,809,545062
Maruti,Swift,2018,Petrol,Automatic,141334,Third,20.66,1579,815182
Mahindra,Bolero,2020,CNG,Automatic,67808,Second,15.99,2239,3373779
Mahindra,Thar,2016,Petrol,Automatic,110331,Third,17.01,2985,942484
Hyundai,Grand i10,2019,Diesel,Automatic,129570,Second,22.13,1327,638234
Audi,A6,2015,CNG,Manual,90334,Third,11.11,4776,3387131
Mercedes,C-Class,2020,Electric,Automatic,31333,Third,300.0,3576,7089566
BMW,X5,2023,Petrol,Manual,27830,Second,13.83,3234,11582180
Volkswagen,Polo,2022,Petrol,Automatic,146732,Third,20.43,1046,580570
Audi,Q5,2016,Petrol,Automatic,12660,Third,14.5,2656,5487963
Tata,Tiago,2019,Electric,Manual,40587,Third,300.0,1347,1448038
Mahindra,XUV700,2024,Petrol,Automatic,105047,Second,15.85,2839,4897096
Ford,EcoSport,2018,CNG,Manual,27984,Second,12.53,1728,4013707
Hyundai,Grand i10,2020,Diesel,Automatic,5440,Second,18.62,1118,1410510
Ford,Endeavour,2020,Diesel,Manual,108628,First,15.23,1518,3175118
Tata,Tiago,2022,Electric,Manual,79289,Third,300.0,949,547850
Tata,Punch,2016,CNG,Automatic,61545,Third,20.91,1306,796877
Mahindra,XUV700,2018,Diesel,Manual,132796,First,14.35,2989,3420842
Honda,City,2023,Electric,Automatic,129104,Second,300.0,1156,1516868
Tata,Harrier,2018,Electric,Manual,89782,First,300.0,1570,650650
Tata,Safari,2025,Diesel,Manual,131469,Second,26.97,1098,832595
Toyota,Fortuner,2020,Petrol,Manual,116964,Second,17.05,2891,1027014
Volkswagen,Polo,2015,Petrol,Automatic,118723,Third,24.27,952,600780
Hyundai,Creta,2021,Electric,Automatic,50216,Third,300.0,1468,902791
Audi,A6,2019,Electric,Automatic,36457,First,300.0,2477,14014883
BMW,3 Series,2015,Electric,Automatic,29786,Third,300.0,4428,7640241
Ford,Endeavour,2024,Diesel,Manual,21645,Second,17.45,2961,5335259
Maruti,Ertiga,2023,Electric,Manual,146290,Third,300.0,1530,582199
Toyota,Fortuner,2017,Diesel,Manual,122239,Third,12.74,2143,967124
Audi,A4,2016,CNG,Manual,37693,First,10.09,4073,6799862
Audi,A4,2018,CNG,Manual,81912,Third,11.74,4699,2803259
Mahindra,Thar,2024,Diesel,Manual,16727,Third,12.22,1985,2379265
Toyota,Innova,2024,Diesel,Automatic,38683,Second,15.73,2993,2835440
Tata,Safari,2025,Diesel,Automatic,26824,Second,24.77,1060,1441452
Hyundai,Verna,2025,Diesel,Automatic,139067,Third,19.64,1419,689363
Ford,Endeavour,2015,Diesel,Manual,37668,Second,12.66,2588,2808273
Mahindra,Scorpio,2020,CNG,Automatic,64183,First,12.06,2060,4313587
Toyota,Glanza,2016,Petrol,Manual,85360,Third,16.93,2705,1647449
Mahindra,Thar,2023,CNG,Manual,49760,First,17.68,2151,3983253
Audi,Q5,2023,Electric,Automatic,38442,Third,300.0,3061,13058176
Audi,A4,2017,Electric,Automatic,102032,First,300.0,4897,8372575
Honda,Jazz,2020,Electric,Automatic,117136,Second,300.0,1333,1025044
Hyundai,Verna,2021,CNG,Manual,25833,Third,25.3,878,569527
Maruti,Swift,2019,Electric,Manual,138348,Second,300.0,1548,1207288
Audi,Q5,2016,Electric,Manual,54855,Third,300.0,2029,6425832
Toyota,Fortuner,2024,Electric,Manual,142236,Third,300.0,1960,2659988
BMW,5 Series,2015,Electric,Automatic,49691,Second,300.0,3528,6990232
Toyota,Fortuner,2019,CNG,Automatic,74402,Second,12.01,1936,4188341
Toyota,Camry,2025,Petrol,Automatic,132996,Third,14.13,1617,3508705
Tata,Harrier,2016,Petrol,Automatic,53800,Third,21.55,1211,458043
Toyota,Fortuner,2023,Diesel,Automatic,132772,First,12.93,1514,4975307
Volkswagen,Vento,2020,CNG,Automatic,52757,Second,26.12,1349,869302
Audi,A6,2017,Diesel,Automatic,118760,Third,10.51,2023,2881485
Tata,Nexon,2017,Electric,Automatic,91825,Third,300.0,832,809838
Audi,A6,2016,Electric,Automatic,134910,Third,300.0,4792,3974630
Ford,Figo,2021,Diesel,Manual,10544,First,12.93,1758,5054417
Audi,A4,2015,CNG,Automatic,7104,Third,11.36,3779,4389514
Ford,EcoSport,2024,Diesel,Manual,78698,First,17.19,1735,3564359
Ford,EcoSport,2022,Petrol,Manual,43987,First,12.72,1969,3796464
Toyota,Innova,2021,Petrol,Manual,18357,First,14.44,2278,3882646
Toyota,Innova,2020,Electric,Automatic,138657,First,300.0,2374,2873302
Mahindra,Thar,2020,Electric,Manual,17466,Second,300.0,1872,2285569
Mahindra,XUV700,2019,Electric,Automatic,31414,Third,300.0,2382,4341072
Tata,Nexon,2016,Petrol,Manual,99520,Second,26.1,1559,698277
Tata,Tiago,2024,Electric,Manual,39205,First,300.0,1444,1272256
Audi,A4,2018,Electric,Manual,148282,First,300.0,4535,6547859
Toyota,Innova,2015,Diesel,Manual,149309,Second,13.52,2957,1825837
Mahindra,Bolero,2025,Petrol,Automatic,131568,First,15.14,2358,4724374
Honda,Civic,2017,CNG,Manual,20936,Third,19.9,1510,962953
BMW,X5,2016,Diesel,Automatic,105702,Third,13.46,4303,4278172
Toyota,Innova,2015,Diesel,Manual,7322,Third,14.73,2550,2432566
Toyota,Camry,2019,Petrol,Manual,16957,First,13.43,2592,1851913
Tata,Tiago,2019,Petrol,Manual,145140,First,18.01,918,837319
Mahindra,Thar,2016,CNG,Manual,82305,Second,17.91,2164,2759494
Mahindra,XUV700,2019,Diesel,Automatic,145873,First,17.87,2846,3189453
Ford,Figo,2019,Diesel,Automatic,90003,First,13.22,2050,5275239
Ford,EcoSport,2022,Diesel,Automatic,43884,Second,12.56,2481,3167848
Honda,Amaze,2024,Electric,Manual,78936,Third,300.0,821,1047031
Audi,Q5,2018,Petrol,Manual,116776,First,11.19,3004,4657933
BMW,3 Series,2015,Petrol,Automatic,10430,Second,13.79,2450,3071003
Hyundai,Verna,2017,Petrol,Manual,147179,First,26.18,1553,332392
Volkswagen,Tiguan,2022,Diesel,Automatic,130542,Second,20.44,958,1061680
Hyundai,i20,2015,Petrol,Automatic,139097,First,19.42,1225,506878
Ford,Endeavour,2017,CNG,Automatic,105858,First,17.31,2906,1555069
Hyundai,Creta,2016,CNG,Automatic,92483,First,21.6,921,569361
Mercedes,C-Class,2017,Electric,Automatic,52543,Third,300.0,4782,6126145
Tata,Harrier,2016,CNG,Automatic,101760,Third,26.11,1071,361779
Honda,Amaze,2020,Diesel,Automatic,130418,Second,19.13,868,1346736
Tata,Tiago,2016,CNG,Manual,105930,First,21.19,1161,913693
Ford,Figo,2025,CNG,Manual,69463,Third,14.51,2284,3561517
Volkswagen,Tiguan,2023,Diesel,Automatic,115583,First,23.78,1339,1307085
Toyota,Camry,2015,Diesel,Manual,129236,Second,17.53,1773,835135
Mahindra,XUV700,2019,Electric,Manual,115382,Third,300.0,1996,1530170
Honda,City,2017,Electric,Manual,116334,Third,300.0,1180,429589
Hyundai,Venue,2024,Diesel,Manual,100746,First,18.79,944,703586
Ford,EcoSport,2017,Electric,Manual,143267,Third,300.0,2930,1777682
Mahindra,Bolero,2025,Petrol,Automatic,45864,First,17.29,1622,2770134
Honda,Amaze,2015,Electric,Automatic,124091,Third,300.0,1367,653164
BMW,5 Series,2018,Electric,Manual,29100,Second,300.0,4136,5508541
Ford,Figo,2015,Diesel,Automatic,25239,First,14.81,2918,3131632
Ford,Endeavour,2017,Petrol,Automatic,116207,Third,13.62,1898,926060
Mercedes,E-Class,2015,Diesel,Automatic,146968,First,8.46,2436,2188841
Tata,Tiago,2023,Diesel,Manual,75560,First,27.77,887,741254
Volkswagen,Polo,2015,CNG,Manual,7222,Second,25.52,1165,1024483
Mahindra,Bolero,2020,Diesel,Manual,111767,Second,12.61,2531,1456913
Ford,Endeavour,2024,Petrol,Automatic,44724,First,14.78,2897,6818023
Toyota,Innova,2025,Diesel,Manual,140345,Third,15.65,2992,3021672
Mahindra,Bolero,2017,CNG,Automatic,117958,Second,17.34,1581,1989337
Mercedes,GLA,2016,Diesel,Automatic,8916,First,13.36,2584,7959123
Hyundai,Venue,2016,Electric,Automatic,82491,First,300.0,965,1403251
Hyundai,Creta,2022,CNG,Automatic,120879,Second,27.24,1465,747744
Volkswagen,Polo,2020,CNG,Automatic,38812,Second,21.67,1251,1373405
Audi,A6,2023,Electric,Automatic,16187,Third,300.0,4542,6780529
Toyota,Fortuner,2017,Petrol,Automatic,46472,Second,14.4,2667,1471603
Volkswagen,Tiguan,2016,CNG,Automatic,145277,Second,19.09,1276,471106
Ford,Endeavour,2018,Electric,Automatic,88174,First,300.0,2201,4372405
Volkswagen,Polo,2019,Electric,Manual,45826,Third,300.0,1281,882073
Maruti,Dzire,2021,Petrol,Automatic,129101,Second,18.54,1018,454322
Audi,A6,2019,CNG,Manual,42155,First,9.92,2283,4255727
Volkswagen,Vento,2023,Diesel,Automatic,19088,First,26.95,894,2798086
Tata,Tiago,2018,CNG,Automatic,129649,Second,24.89,1348,606589
Ford,Endeavour,2024,Electric,Manual,57051,Third,300.0,1659,5195936
Mahindra,Thar,2015,Diesel,Automatic,135926,First,12.68,2148,1997366
Maruti,Ertiga,2017,Electric,Manual,62310,First,300.0,1563,1645729
Honda,Jazz,2018,CNG,Manual,8767,First,26.14,1179,525962
Tata,Punch,2016,Electric,Automatic,112580,Second,300.0,1160,1183752
Mahindra,Scorpio,2017,Electric,Automatic,51372,Second,300.0,2632,4525760
Tata,Safari,2025,CNG,Manual,32213,First,24.5,891,2075245
Mercedes,GLA,2016,Electric,Manual,80996,Third,300.0,3722,5030445
Hyundai,Creta,2022,Petrol,Automatic,113248,Second,25.04,1460,1197012
Mahindra,XUV700,2023,CNG,Automatic,74336,Third,17.03,2129,3459044
Maruti,Ertiga,2015,Petrol,Manual,103148,First,26.2,1331,676273
Mercedes,E-Class,2018,Electric,Manual,108105,Third,300.0,2211,5853964
Audi,A6,2017,Electric,Automatic,46535,Third,300.0,3791,4498502
Audi,Q5,2021,CNG,Manual,58415,Second,8.65,2381,6590615
Mercedes,C-Class,2015,Petrol,Automatic,39222,First,12.44,3858,5870369
Audi,A4,2019,Diesel,Manual,104118,Third,12.61,3066,3423595
Honda,City,2025,Petrol,Manual,37160,Second,19.42,909,1525728
Hyundai,i20,2022,CNG,Manual,31390,Second,25.95,1302,1500259
Audi,A4,2018,Electric,Automatic,123195,Second,300.0,2659,3387195
Audi,Q5,2025,Petrol,Manual,95907,Second,14.96,3982,7903025
BMW,X5,2019,Petrol,Manual,12747,Third,8.16,4195,7200460
Toyota,Camry,2016,Diesel,Manual,41323,Second,12.5,1950,1463678
Volkswagen,Polo,2016,CNG,Automatic,134971,Second,23.13,1246,829142
Tata,Tiago,2018,CNG,Automatic,86680,First,25.94,969,1557542
Volkswagen,Vento,2024,CNG,Automatic,33195,Third,21.83,1421,1177876
Mahindra,Scorpio,2022,Diesel,Manual,71339,Third,14.46,2701,3967709
Audi,Q5,2020,Electric,Manual,52160,First,300.0,3321,7136298
Hyundai,Creta,2025,CNG,Automatic,87431,First,18.1,925,750277
Toyota,Glanza,2024,CNG,Manual,22363,Third,13.7,2289,2586427
Hyundai,Grand i10,2019,Petrol,Automatic,119086,Third,26.13,1125,543339
Volkswagen,Vento,2015,CNG,Automatic,37530,First,19.71,1263,1160431
Toyota,Fortuner,2019,Petrol,Manual,79544,Second,17.05,1768,2292827
BMW,X5,2015,CNG,Manual,128179,First,13.81,2389,3878203
Tata,Harrier,2020,Electric,Manual,87096,Third,300.0,1305,1138713
Volkswagen,Vento,2025,Petrol,Automatic,31933,Third,20.24,829,587448
Mahindra,Bolero,2018,Diesel,Manual,101699,First,17.94,2600,1277868
Maruti,Swift,2015,CNG,Manual,91331,Second,24.13,1504,674562
Honda,Amaze,2024,Electric,Manual,88711,First,300.0,951,2263974
Audi,A4,2023,Diesel,Automatic,133477,Third,10.25,3149,6151025
Tata,Harrier,2016,CNG,Manual,58973,Third,18.78,1511,810945
Maruti,Vitara Brezza,2018,Electric,Automatic,132833,First,300.0,907,1789689
Tata,Safari,2025,Diesel,Manual,62353,First,21.86,1172,2523586
BMW,3 Series,2021,Diesel,Manual,115911,Second,12.8,2672,7412764
Honda,Jazz,2016,Petrol,Manual,125808,First,20.67,991,922311
Volkswagen,Vento,2019,Petrol,Manual,118108,Second,19.51,1017,1033967
Mahindra,Scorpio,2022,CNG,Automatic,17880,First,14.3,2828,5353356
Toyota,Glanza,2017,CNG,Automatic,118656,Third,16.09,1723,2263359
Hyundai,Creta,2016,Petrol,Manual,74777,Third,18.66,1044,337825
Mercedes,GLA,2021,Electric,Automatic,62642,First,300.0,4833,8718162
Toyota,Camry,2025,CNG,Automatic,5814,Third,13.11,1693,6246515
Tata,Tiago,2017,CNG,Manual,54111,First,27.0,1140,749394
Audi,A6,2021,CNG,Manual,74162,First,9.2,2315,3781541
Volkswagen,Tiguan,2015,Electric,Manual,33674,Second,300.0,846,1056764
BMW,X5,2017,Diesel,Manual,84849,First,11.17,3374,6176691
Tata,Safari,2019,CNG,Automatic,97438,First,25.1,1108,1778154
Mercedes,E-Class,2016,CNG,Manual,112562,First,12.62,2902,2796159
Maruti,Baleno,2024,Electric,Automatic,28402,First,300.0,998,3288061
Tata,Punch,2022,Diesel,Automatic,96447,Third,21.91,1139,1480063
Tata,Harrier,2018,Petrol,Automatic,37233,Third,25.95,1243,1032974
Maruti,Ertiga,2025,Diesel,Automatic,44381,Third,27.67,1335,1120984
Tata,Nexon,2019,Petrol,Automatic,61970,First,26.25,1089,799762
Tata,Nexon,2021,CNG,Manual,70911,First,21.5,941,1283830
BMW,X5,2023,Diesel,Manual,75954,Third,14.97,2584,4748044
Hyundai,Verna,2018,Petrol,Automatic,70202,Second,24.37,1494,1280022
Hyundai,Verna,2019,CNG,Manual,119246,Third,26.76,1495,423503
Toyota,Camry,2017,Electric,Manual,84952,Second,300.0,1675,3617233
Honda,Jazz,2021,Petrol,Manual,120841,Third,21.13,1510,764228
Ford,Endeavour,2021,Electric,Automatic,11926,First,300.0,2362,4388244
Tata,Tiago,2024,CNG,Manual,147414,Third,26.78,1379,364231
Ford,EcoSport,2021,Petrol,Automatic,125644,Third,12.51,1611,1942739
Audi,A4,2020,Petrol,Automatic,131213,Third,10.32,4828,2300241
Mercedes,GLA,2023,Petrol,Manual,42788,Third,13.18,4302,7167310
Audi,Q5,2017,CNG,Automatic,6691,Third,12.37,3986,4260082
Maruti,Baleno,2024,Petrol,Manual,58554,First,22.74,906,2208614
Maruti,Swift,2019,Electric,Automatic,66584,First,300.0,1359,2405904
Mercedes,C-Class,2021,Diesel,Manual,42142,First,9.68,4692,11562514
BMW,3 Series,2022,Electric,Automatic,31219,Second,300.0,4411,10487618
Hyundai,Venue,2021,Electric,Manual,79297,First,300.0,1268,1679715
Tata,Nexon,2025,Electric,Manual,41517,Second,300.0,1279,2476342
Honda,Civic,2023,Diesel,Automatic,142640,Third,23.13,1199,689051
Mahindra,Thar,2022,Diesel,Automatic,84411,Third,12.41,2306,4394725
Volkswagen,Tiguan,2025,Diesel,Automatic,89954,First,27.55,1402,2124008
Ford,EcoSport,2015,Petrol,Manual,30307,First,12.64,2862,2773724
Toyota,Innova,2016,Diesel,Automatic,21874,Second,15.67,1626,1744573
Hyundai,Venue,2020,Petrol,Manual,33222,Second,22.5,1515,845593
Mercedes,GLA,2018,Diesel,Automatic,119691,Second,10.0,4780,4308582
Ford,Figo,2018,Petrol,Manual,30219,Third,12.2,1916,1579654
Mahindra,Bolero,2024,Petrol,Automatic,143452,First,13.14,2516,2497730
Volkswagen,Tiguan,2020,CNG,Manual,120049,First,24.25,1237,500450
Honda,Civic,2016,Petrol,Automatic,18494,First,23.41,1415,523427
Tata,Harrier,2021,CNG,Manual,80515,First,23.34,876,1135779
Mercedes,GLA,2019,Electric,Manual,34065,Third,300.0,4387,6060265
Maruti,Alto,2021,CNG,Manual,20569,Second,20.04,942,1499602
Audi,A4,2018,Electric,Manual,14269,Third,300.0,3416,7457959
Mercedes,C-Class,2023,Electric,Manual,15942,Second,300.0,2426,12918063
Mahindra,Bolero,2022,CNG,Manual,19511,First,16.64,1553,3237119
Ford,Figo,2025,Petrol,Automatic,106482,First,16.17,2272,4835268
BMW,3 Series,2016,Electric,Manual,101392,Third,300.0,3440,4783854
Toyota,Innova,2016,Petrol,Manual,145566,Second,12.27,2663,653022
Toyota,Fortuner,2016,Petrol,Manual,52341,Second,12.26,2078,2100438
Toyota,Camry,2017,Electric,Automatic,37080,Third,300.0,2844,2809788
Toyota,Glanza,2020,Diesel,Automatic,84355,Third,16.68,2251,2597048
Toyota,Camry,2020,Petrol,Manual,112697,Second,17.7,2944,2465036
Toyota,Innova,2023,Diesel,Automatic,149956,Third,12.74,1931,1354878
Toyota,Glanza,2025,Electric,Manual,135785,First,300.0,1569,5098327
Hyundai,i20,2019,Electric,Automatic,105293,First,300.0,1193,1161554
Honda,Jazz,2023,Petrol,Automatic,146963,First,21.48,1581,541879
Mahindra,Thar,2024,Diesel,Manual,118790,Second,16.7,2375,1639725
BMW,5 Series,2025,CNG,Automatic,141029,Second,9.14,3065,6656818
